id,ciiu_4n4
43526,G4659
43527,G4620
43528,P8510
43529,H4921
43530,G4630
43531,L6820
43532,R9311
43533,Q8890
43534,B0729
43535,M7110
43536,H4923
43537,J6202
43538,L6820
43539,N7911
43540,I5510
43541,A0122
43542,N7710
43543,Q8620
43544,N8010
43545,V0300
43546,O8412
43547,K6630
43548,Q8890
43549,K6512
43550,A0127
43551,G4690
43552,M7020
43553,H4922
43554,G4759
43555,M7020
43556,F4100
43557,N8129
43558,A0321
43559,K6622
43560,Q8810
43561,L6810
43562,G4649
43563,G4649
43564,C2511
43565,L6820
43566,L6820
43567,G4741
43568,H5310
43569,H4922
43570,N8129
43571,K6511
43572,G4659
43573,K6430
43574,M6910
43575,G4651
43576,H5320
43577,G4663
43578,L6810
43579,L6810
43580,F4100
43581,G4799
43582,C2591
43583,A0119
43584,B0910
43585,C2710
43586,F4210
43587,M7020
43588,O8411
43589,L6820
43590,G4659
43591,C3290
43592,A0141
43593,N7810
43594,G4630
43595,C1020
43596,O8423
43597,O8412
43598,S9412
43599,G4663
43600,G4652
43601,S9420
43602,G4649
43603,S9420
43604,I5510
43605,C1071
43606,G4630
43607,G4730
43608,F4210
43609,N7911
43610,G4772
43611,G4641
43612,J6120
43613,N8010
43614,F4100
43615,G4659
43616,G4661
43617,L6820
43618,L6810
43619,G4520
43620,L6810
43621,F4100
43622,H4923
43623,H4923
43624,A0322
43625,H4923
43626,G4761
43627,J5820
43628,M7020
43629,G4649
43630,F4100
43631,G4649
43632,G4690
43633,A0321
43634,L6810
43635,G4663
43636,N8010
43637,L6820
43638,H4923
43639,L6820
43640,S9420
43641,S9420
43642,M7020
43643,Q8620
43644,G4663
43645,P8549
43646,H4923
43647,H4923
43648,S9420
43649,K6611
43650,M7020
43651,S9609
43652,G4690
43653,K6611
43654,N8010
43655,M7020
43656,C1820
43657,M7310
43658,F4210
43659,L6810
43660,F4210
43661,S9420
43662,G4742
43663,H5310
43664,L6820
43665,M7110
43666,J5811
43667,O8412
43668,A0127
43669,O8411
43670,L6810
43671,A0141
43672,F4220
43673,Q8620
43674,S9420
43675,I5510
43676,G4669
43677,G4649
43678,S9420
43679,S9491
43680,G4659
43681,E3600
43682,I5610
43683,M7020
43684,R9311
43685,O8413
43686,M7220
43687,C1811
43688,L6810
43689,K6611
43690,S9420
43691,G4530
43692,L6820
43693,H4923
43694,H4923
43695,H4923
43696,C1520
43697,G4721
43698,O8423
43699,J6201
43700,L6820
43701,Q8620
43702,S9420
43703,A0127
43704,L6820
43705,F4100
43706,H4923
43707,O8412
43708,G4649
43709,C2219
43710,Q8690
43711,G4690
43712,O8412
43713,H4922
43714,O8423
43715,N8020
43716,N8010
43717,J6201
43718,N7911
43719,H5221
43720,G4610
43721,G4773
43722,O8412
43723,O8413
43724,G4659
43725,G4663
43726,O8412
43727,L6820
43728,E3600
43729,O8412
43730,Q8620
43731,G4721
43732,L6820
43733,C3100
43734,S9491
43735,H5221
43736,L6820
43737,A0150
43738,N7710
43739,M7020
43740,N7730
43741,L6820
43742,I5610
43743,O8412
43744,E3700
43745,J6110
43746,G4641
43747,R9311
43748,A0162
43749,L6810
43750,G4649
43751,H4923
43752,G4690
43753,G4659
43754,M7020
43755,M7020
43756,H4922
43757,G4659
43758,L6810
43759,S9411
43760,H5224
43761,G4741
43762,A0145
43763,H4921
43764,H4923
43765,B0729
43766,P8510
43767,H4923
43768,F4220
43769,P8549
43770,F4100
43771,L6820
43772,G4630
43773,S9420
43774,G4630
43775,G4669
43776,L6810
43777,G4530
43778,S9420
43779,F4100
43780,Q8810
43781,S9491
43782,S9491
43783,B0729
43784,M7020
43785,L6810
43786,M7020
43787,F4100
43788,G4741
43789,L6810
43790,C3312
43791,H4921
43792,N7911
43793,H5221
43794,S9499
43795,G4520
43796,G4649
43797,L6810
43798,M7020
43799,H4923
43800,G4630
43801,L6810
43802,A0125
43803,L6810
43804,M7020
43805,G4610
43806,G4773
43807,F4210
43808,O8412
43809,S9420
43810,G4649
43811,L6810
43812,L6810
43813,F4312
43814,E3700
43815,L6820
43816,G4641
43817,M7020
43818,G4659
43819,S9491
43820,M7490
43821,S9420
43822,O8412
43823,M7020
43824,F4100
43825,H4921
43826,H4923
43827,C2021
43828,G4620
43829,G4690
43830,L6820
43831,G4652
43832,L6820
43833,V0300
43834,C1811
43835,H4923
43836,Q8620
43837,O8413
43838,S9420
43839,M7020
43840,K6430
43841,J6209
43842,A0112
43843,G4690
43844,H4921
43845,G4530
43846,S9420
43847,A0321
43848,O8411
43849,C1079
43850,G4741
43851,C2395
43852,K6630
43853,H4923
43854,I5510
43855,O8411
43856,K6611
43857,G4641
43858,G4690
43859,A0163
43860,M7020
43861,R9103
43862,N8010
43863,I5610
43864,M7020
43865,F4100
43866,K6630
43867,C2811
43868,F4312
43869,G4630
43870,F4100
43871,G4649
43872,L6810
43873,H4923
43874,H4923
43875,J6120
43876,M7020
43877,Q8890
43878,A0111
43879,H5221
43880,S9499
43881,N8010
43882,M7020
43883,O8412
43884,H5221
43885,L6820
43886,G4663
43887,K6630
43888,K6630
43889,K6630
43890,N7911
43891,P8549
43892,H4922
43893,G4530
43894,A0163
43895,M7310
43896,F4100
43897,A0321
43898,G4652
43899,G4620
43900,C1622
43901,O8421
43902,A0163
43903,C2670
43904,S9420
43905,K6430
43906,C2819
43907,G4610
43908,M7020
43909,G4659
43910,F4321
43911,G4652
43912,G4759
43913,I5610
43914,G4651
43915,F4100
43916,I5510
43917,G4641
43918,L6820
43919,Q8620
43920,I5630
43921,O8411
43922,P8549
43923,H4921
43924,H5229
43925,Q8610
43926,G4649
43927,L6820
43928,O8412
43929,J6130
43930,O8412
43931,F4220
43932,L6820
43933,M7010
43934,M7020
43935,M6910
43936,B0729
43937,N7911
43938,F4100
43939,L6810
43940,G4662
43941,G4540
43942,J6130
43943,G4663
43944,F4100
43945,J6120
43946,G4659
43947,L6820
43948,A0163
43949,Q8690
43950,C1103
43951,C1030
43952,F4100
43953,M7020
43954,N7810
43955,M7310
43956,A0111
43957,L6810
43958,L6810
43959,L6820
43960,G4662
43961,M7020
43962,F4100
43963,O8412
43964,G4641
43965,L6810
43966,H4921
43967,O8412
43968,G4620
43969,F4220
43970,F4100
43971,L6820
43972,P8549
43973,S9602
43974,M7020
43975,S9411
43976,L6810
43977,G4630
43978,G4663
43979,B0729
43980,F4100
43981,A0163
43982,O8412
43983,I5630
43984,G4771
43985,G4649
43986,L6820
43987,F4100
43988,D3510
43989,S9491
43990,O8413
43991,G4663
43992,H5221
43993,S9420
43994,F4100
43995,G4649
43996,Q8890
43997,N8010
43998,P8510
43999,C2012
44000,M7020
44001,G4663
44002,S9499
44003,J6202
44004,N7710
44005,F4321
44006,N7730
44007,S9491
44008,G4690
44009,J6130
44010,M7020
44011,G4721
44012,L6810
44013,S9499
44014,R9311
44015,G4690
44016,C2391
44017,H4923
44018,C2220
44019,M7020
44020,A0163
44021,S9420
44022,J6190
44023,H4923
44024,Q8790
44025,G4641
44026,G4630
44027,F4100
44028,G4759
44029,M7020
44030,H4923
44031,S9420
44032,M7020
44033,P8549
44034,G4530
44035,J6201
44036,O8413
44037,Q8890
44038,G4659
44039,F4100
44040,S9420
44041,N7911
44042,L6810
44043,D3510
44044,L6810
44045,J6190
44046,G4652
44047,G4649
44048,H4923
44049,G4652
44050,H4923
44051,A0150
44052,F4321
44053,K6622
44054,A0130
44055,L6820
44056,A0163
44057,P8549
44058,G4661
44059,S9601
44060,O8413
44061,O8413
44062,L6820
44063,K6419
44064,N8010
44065,H4921
44066,G4610
44067,L6810
44068,L6810
44069,G4620
44070,G4651
44071,G4741
44072,G4630
44073,O8413
44074,S9420
44075,C2029
44076,C3250
44077,H4923
44078,S9420
44079,M7020
44080,H5012
44081,L6820
44082,M7020
44083,L6820
44084,A0322
44085,G4649
44086,J6209
44087,A0150
44088,G4530
44089,C2640
44090,G4661
44091,M7020
44092,L6820
44093,L6820
44094,A0240
44095,M7110
44096,P8530
44097,S9491
44098,C2592
44099,H4921
44100,J5911
44101,H5229
44102,M7310
44103,F4312
44104,F4210
44105,C3250
44106,M7110
44107,N8010
44108,S9420
44109,O8422
44110,G4752
44111,N8010
44112,I5610
44113,G4659
44114,M7020
44115,L6810
44116,B0810
44117,F4210
44118,O8413
44119,G4659
44120,B0810
44121,M7020
44122,G4649
44123,G4641
44124,J6120
44125,S9499
44126,B0810
44127,M6910
44128,C2930
44129,F4210
44130,G4662
44131,H4923
44132,O8411
44133,G4719
44134,K6630
44135,G4630
44136,L6820
44137,C1410
44138,O8411
44139,N7911
44140,B0729
44141,G4530
44142,M6920
44143,L6810
44144,G4719
44145,G4649
44146,M7020
44147,S9499
44148,G4630
44149,N8010
44150,S9609
44151,R9311
44152,N7730
44153,H4923
44154,H4923
44155,G4771
44156,S9511
44157,G4659
44158,S9511
44159,G4741
44160,G4690
44161,F4100
44162,H4923
44163,M7020
44164,L6810
44165,G4652
44166,S9420
44167,C1101
44168,G4649
44169,H4923
44170,M7020
44171,B0910
44172,L6820
44173,A0119
44174,O8412
44175,A0122
44176,Q8810
44177,H4923
44178,M7020
44179,C2029
44180,S9609
44181,R9311
44182,C3030
44183,C1392
44184,K6499
44185,S9499
44186,C2029
44187,L6810
44188,M7110
44189,H5229
44190,R9311
44191,M7110
44192,K6630
44193,V0300
44194,F4321
44195,Q8620
44196,G4620
44197,M7310
44198,N7911
44199,G4630
44200,C1010
44201,G4652
44202,H4923
44203,C2395
44204,H4921
44205,R9319
44206,R9329
44207,O8411
44208,H4923
44209,N7911
44210,K6512
44211,M7020
44212,O8411
44213,S9420
44214,C2310
44215,J5819
44216,L6810
44217,M7020
44218,L6810
44219,Q8620
44220,V0300
44221,G4649
44222,H4923
44223,P8549
44224,S9420
44225,H4923
44226,M7020
44227,S9420
44228,S9491
44229,L6820
44230,O8412
44231,L6820
44232,S9491
44233,F4100
44234,C1050
44235,L6820
44236,H4923
44237,G4649
44238,C2420
44239,F4100
44240,S9491
44241,G4663
44242,S9491
44243,G4530
44244,L6810
44245,F4210
44246,F4100
44247,G4641
44248,M7020
44249,S9420
44250,G4663
44251,A0163
44252,H4921
44253,F4100
44254,H4923
44255,G4659
44256,G4741
44257,G4620
44258,M7110
44259,F4210
44260,G4630
44261,L6810
44262,M7110
44263,G4651
44264,L6810
44265,L6810
44266,N7911
44267,O8411
44268,F4100
44269,C1313
44270,G4530
44271,S9420
44272,H4923
44273,M7110
44274,M7020
44275,V0300
44276,H4921
44277,G4659
44278,M7020
44279,L6820
44280,C2740
44281,S9420
44282,G4649
44283,L6820
44284,G4663
44285,N8010
44286,F4100
44287,M7210
44288,K6499
44289,G4663
44290,G4651
44291,M6920
44292,C2023
44293,G4649
44294,G4653
44295,J6391
44296,Q8890
44297,N7911
44298,G4669
44299,S9411
44300,G4659
44301,O8412
44302,H4923
44303,G4652
44304,N7710
44305,G4630
44306,K6622
44307,G4690
44308,S9420
44309,H4923
44310,G4620
44311,G4651
44312,H5221
44313,G4690
44314,S9420
44315,F4100
44316,C1701
44317,C3020
44318,P8549
44319,P8530
44320,L6820
44321,L6810
44322,A0321
44323,M7210
44324,L6810
44325,G4659
44326,M7110
44327,N7730
44328,C2819
44329,Q8720
44330,F4321
44331,G4510
44332,L6820
44333,G4690
44334,M7020
44335,N7730
44336,K6619
44337,M7110
44338,N8129
44339,O8412
44340,F4100
44341,C2710
44342,S9412
44343,Q8610
44344,H5224
44345,S9411
44346,N7911
44347,A0114
44348,P8521
44349,G4653
44350,G4649
44351,O8411
44352,G4741
44353,H4923
44354,G4649
44355,M7310
44356,G4659
44357,O8412
44358,A0163
44359,M7010
44360,M7110
44361,E3600
44362,S9602
44363,F4100
44364,L6810
44365,G4799
44366,H5320
44367,G4730
44368,S9411
44369,B0810
44370,I5610
44371,G4730
44372,G4530
44373,N7722
44374,M7310
44375,K6611
44376,V0300
44377,M7110
44378,F4100
44379,L6820
44380,O8413
44381,V0300
44382,K6499
44383,A0130
44384,S9420
44385,F4100
44386,L6820
44387,G4620
44388,L6810
44389,G4659
44390,F4100
44391,L6820
44392,M7110
44393,C1811
44394,A0129
44395,M7020
44396,M7020
44397,G4730
44398,F4100
44399,G4719
44400,M7310
44401,L6820
44402,N7911
44403,A0321
44404,G4663
44405,J6120
44406,J6201
44407,G4663
44408,L6810
44409,L6810
44410,M7410
44411,S9420
44412,A0163
44413,G4771
44414,M7010
44415,I5510
44416,L6810
44417,M7310
44418,S9499
44419,M7020
44420,G4530
44421,L6820
44422,H4922
44423,F4100
44424,C1050
44425,M7020
44426,G4649
44427,S9420
44428,F4100
44429,K6630
44430,M6910
44431,G4663
44432,G4669
44433,G4530
44434,F4100
44435,M7020
44436,F4100
44437,G4741
44438,F4220
44439,Q8890
44440,G4669
44441,F4100
44442,H4923
44443,O8411
44444,K6430
44445,M7020
44446,P8549
44447,M7020
44448,M7020
44449,L6810
44450,M7020
44451,L6810
44452,S9420
44453,C3250
44454,M7020
44455,O8411
44456,Q8620
44457,P8549
44458,L6810
44459,B0729
44460,K6611
44461,M7020
44462,K6499
44463,G4669
44464,M7020
44465,F4100
44466,G4530
44467,A0129
44468,I5630
44469,L6810
44470,L6810
44471,A0321
44472,G4630
44473,S9499
44474,L6820
44475,C3211
44476,H4923
44477,M7020
44478,G4659
44479,G4669
44480,K6630
44481,L6810
44482,G4690
44483,P8521
44484,G4669
44485,M7110
44486,S9411
44487,C2813
44488,A0321
44489,M7310
44490,A0141
44491,A0164
44492,M7110
44493,S9420
44494,C2011
44495,L6810
44496,L6810
44497,M7210
44498,F4100
44499,G4663
44500,F4321
44501,I5610
44502,H4921
44503,K6419
44504,C2029
44505,H5221
44506,O8411
44507,N8010
44508,G4630
44509,C1623
44510,S9420
44511,M7020
44512,S9609
44513,L6810
44514,Q8690
44515,G4690
44516,Q8890
44517,G4690
44518,I5510
44519,G4649
44520,M7020
44521,R9311
44522,F4210
44523,F4100
44524,M7110
44525,G4530
44526,S9420
44527,Q8610
44528,H4923
44529,F4100
44530,S9609
44531,H4923
44532,L6810
44533,I5610
44534,S9420
44535,B0810
44536,H4923
44537,Q8690
44538,H4923
44539,P8549
44540,P8530
44541,H4923
44542,H4923
44543,G4690
44544,J6010
44545,P8510
44546,R9311
44547,N8010
44548,C3100
44549,G4651
44550,G4649
44551,G4659
44552,C1920
44553,G4669
44554,S9420
44555,O8412
44556,C1812
44557,F4100
44558,G4741
44559,C1079
44560,A0111
44561,G4669
44562,F4210
44563,B0729
44564,G4649
44565,S9420
44566,S9420
44567,N8219
44568,P8510
44569,B0610
44570,O8412
44571,M7020
44572,K6419
44573,M6920
44574,F4312
44575,O8412
44576,J6201
44577,C1920
44578,G4530
44579,M7020
44580,L6810
44581,S9499
44582,G4530
44583,F4210
44584,I5630
44585,A0321
44586,J6201
44587,O8411
44588,G4659
44589,M7020
44590,Q8730
44591,A0163
44592,L6820
44593,G4663
44594,J6201
44595,G4711
44596,G4759
44597,S9420
44598,F4210
44599,S9602
44600,O8412
44601,G4730
44602,K6419
44603,G4690
44604,S9411
44605,G4649
44606,G4649
44607,M7020
44608,M7210
44609,F4390
44610,Q8610
44611,M7020
44612,B0910
44613,F4220
44614,M7020
44615,G4772
44616,S9420
44617,Q8890
44618,C2819
44619,G4649
44620,Q8610
44621,R9311
44622,G4721
44623,M7020
44624,S9499
44625,F4100
44626,L6810
44627,L6820
44628,N7911
44629,B0729
44630,A0162
44631,S9609
44632,G4719
44633,H4922
44634,N8010
44635,F4390
44636,M7310
44637,Q8690
44638,J6120
44639,H4922
44640,H4921
44641,C1410
44642,L6820
44643,F4321
44644,G4630
44645,G4530
44646,P8521
44647,M7110
44648,S9491
44649,N8010
44650,I5510
44651,F4210
44652,L6810
44653,L6820
44654,M7020
44655,G4659
44656,K6499
44657,P8549
44658,G4641
44659,M7020
44660,P8510
44661,S9499
44662,O8413
44663,G4651
44664,O8412
44665,F4100
44666,S9491
44667,J6120
44668,G4510
44669,L6810
44670,M7020
44671,M7310
44672,B0729
44673,G4741
44674,J5911
44675,M7110
44676,G4719
44677,C1050
44678,L6810
44679,G4620
44680,H4923
44681,A0163
44682,Q8890
44683,C3100
44684,N8010
44685,L6820
44686,P8549
44687,G4530
44688,C2819
44689,I5610
44690,Q8610
44691,G4663
44692,M7210
44693,Q8620
44694,N7911
44695,L6810
44696,H5012
44697,G4663
44698,S9420
44699,H4923
44700,G4620
44701,L6820
44702,Q8720
44703,B0910
44704,O8422
44705,G4649
44706,G4620
44707,K6621
44708,H4922
44709,M7020
44710,G4649
44711,M7310
44712,F4321
44713,Q8810
44714,M7020
44715,Q8890
44716,G4772
44717,G4649
44718,G4669
44719,G4649
44720,M7310
44721,H5320
44722,L6820
44723,G4630
44724,Q8720
44725,M7020
44726,F4210
44727,M7020
44728,F4100
44729,G4620
44730,L6810
44731,G4649
44732,O8412
44733,S9609
44734,F4321
44735,M7110
44736,G4530
44737,S9420
44738,H5221
44739,G4652
44740,K6511
44741,L6810
44742,S9491
44743,I5510
44744,S9499
44745,K6419
44746,N8129
44747,H4922
44748,G4763
44749,H4922
44750,G4659
44751,K6619
44752,F4330
44753,H4923
44754,S9420
44755,S9491
44756,G4651
44757,S9411
44758,F4100
44759,C1101
44760,S9491
44761,G4649
44762,M7310
44763,Q8720
44764,Q8620
44765,A0119
44766,F4100
44767,S9411
44768,O8411
44769,C1812
44770,G4630
44771,A0321
44772,G4663
44773,G4651
44774,K6622
44775,S9420
44776,K6430
44777,O8412
44778,F4100
44779,O8411
44780,A0130
44781,G4651
44782,G4649
44783,L6810
44784,H5224
44785,A0321
44786,O8411
44787,O8411
44788,O8413
44789,A0240
44790,N8129
44791,G4730
44792,F4100
44793,G4661
44794,G4759
44795,H5210
44796,G4663
44797,G4659
44798,G4649
44799,J6201
44800,M7020
44801,L6810
44802,S9499
44803,L6820
44804,G4641
44805,G4772
44806,O8412
44807,K6630
44808,G4510
44809,C1410
44810,G4649
44811,F4100
44812,C2029
44813,C1812
44814,A0150
44815,Q8890
44816,G4772
44817,M7110
44818,L6820
44819,H4923
44820,S9420
44821,A0150
44822,P8521
44823,C1073
44824,N7911
44825,F4210
44826,H4923
44827,S9420
44828,F4100
44829,B0810
44830,N7911
44831,G4659
44832,H4923
44833,F4321
44834,F4322
44835,O8413
44836,K6611
44837,M6920
44838,O8412
44839,S9491
44840,L6820
44841,F4220
44842,S9499
44843,F4210
44844,F4100
44845,O8412
44846,F4100
44847,F4220
44848,S9491
44849,K6430
44850,S9412
44851,M7310
44852,H5221
44853,C1075
44854,S9420
44855,C1101
44856,G4630
44857,F4322
44858,S9609
44859,P8549
44860,G4741
44861,G4530
44862,A0163
44863,L6820
44864,A0150
44865,F4100
44866,N7911
44867,G4690
44868,P8549
44869,G4649
44870,G4630
44871,G4630
44872,S9420
44873,L6810
44874,G4641
44875,S9491
44876,N8010
44877,G4630
44878,G4651
44879,M7110
44880,F4210
44881,A0163
44882,M7490
44883,M7020
44884,A0150
44885,I5610
44886,H5221
44887,M6920
44888,H4923
44889,S9411
44890,Q8890
44891,M6920
44892,M7020
44893,H4923
44894,F4210
44895,C1410
44896,O8412
44897,L6810
44898,C2395
44899,V0300
44900,G4651
44901,I5610
44902,A0122
44903,J5911
44904,M7310
44905,S9499
44906,S9609
44907,U9900
44908,G4530
44909,H4922
44910,G4630
44911,G4663
44912,G4659
44913,K6499
44914,C2029
44915,B0729
44916,G4663
44917,Q8890
44918,M7020
44919,L6820
44920,G4752
44921,G4520
44922,H4923
44923,H4923
44924,L6810
44925,Q8790
44926,A0119
44927,H5221
44928,C1080
44929,I5610
44930,F4100
44931,G4773
44932,F4220
44933,I5610
44934,L6820
44935,G4630
44936,P8510
44937,G4641
44938,A0119
44939,A0126
44940,M7020
44941,M7020
44942,N8129
44943,G4752
44944,N7912
44945,P8510
44946,G4663
44947,H5229
44948,G4741
44949,L6810
44950,S9499
44951,S9491
44952,H5221
44953,L6820
44954,J5911
44955,C2811
44956,S9420
44957,L6810
44958,H4922
44959,S9420
44960,L6820
44961,H4923
44962,M7110
44963,A0150
44964,S9420
44965,H4923
44966,F4210
44967,M7010
44968,F4100
44969,O8412
44970,G4620
44971,G4663
44972,H5224
44973,S9609
44974,K6419
44975,S9420
44976,S9491
44977,P8521
44978,O8423
44979,G4663
44980,G4663
44981,U9900
44982,Q8610
44983,S9420
44984,A0321
44985,L6810
44986,F4100
44987,N7710
44988,V0300
44989,G4772
44990,G4652
44991,J6201
44992,G4652
44993,L6820
44994,F4321
44995,I5510
44996,I5610
44997,N8010
44998,M7310
44999,G4630
45000,K6430
45001,C2029
45002,S9491
45003,J6110
45004,N7730
45005,R9311
45006,N7911
45007,V0300
45008,F4100
45009,M7020
45010,G4649
45011,P8521
45012,M7110
45013,L6810
45014,H4922
45015,G4653
45016,C1040
45017,S9499
45018,G4669
45019,Q8690
45020,A0150
45021,G4641
45022,K6499
45023,L6820
45024,H4923
45025,G4649
45026,G4741
45027,M7020
45028,G4662
45029,G4741
45030,G4663
45031,C1812
45032,M7020
45033,S9420
45034,S9420
45035,C2812
45036,F4100
45037,O8412
45038,C1520
45039,G4690
45040,L6820
45041,S9491
45042,I5610
45043,G4530
45044,C2920
45045,M7020
45046,C3100
45047,C2740
45048,S9420
45049,F4321
45050,L6820
45051,G4659
45052,H5221
45053,B0990
45054,L6810
45055,S9420
45056,M7110
45057,H4922
45058,M6910
45059,C2100
45060,S9411
45061,M7010
45062,H4923
45063,G4730
45064,C1410
45065,G4630
45066,G4530
45067,G4620
45068,P8510
45069,M7110
45070,L6810
45071,M7110
45072,S9411
45073,J6190
45074,L6820
45075,O8411
45076,A0122
45077,M7020
45078,S9499
45079,M7310
45080,Q8690
45081,F4390
45082,P8530
45083,H4923
45084,G4659
45085,G4690
45086,G4659
45087,A0122
45088,M7020
45089,F4210
45090,M7310
45091,S9499
45092,M7310
45093,A0119
45094,C2394
45095,N7820
45096,G4690
45097,C1812
45098,R9311
45099,G4741
45100,O8412
45101,G4610
45102,L6810
45103,K6419
45104,L6820
45105,M7110
45106,F4220
45107,L6820
45108,A0119
45109,L6810
45110,S9420
45111,K6611
45112,F4100
45113,C1050
45114,C2710
45115,A0163
45116,M7110
45117,C1410
45118,K6419
45119,F4321
45120,N8129
45121,S9411
45122,F4100
45123,B0729
45124,G4669
45125,F4220
45126,C1701
45127,G4630
45128,G4659
45129,P8510
45130,F4220
45131,O8413
45132,S9420
45133,A0150
45134,I5610
45135,O8413
45136,H4923
45137,G4669
45138,N7911
45139,J6201
45140,Q8610
45141,M7020
45142,N7911
45143,K6630
45144,G4662
45145,N8010
45146,G4649
45147,G4510
45148,J6201
45149,S9609
45150,O8411
45151,B0729
45152,S9411
45153,O8412
45154,M7110
45155,Q8620
45156,Q8890
45157,G4649
45158,P8549
45159,G4530
45160,G4652
45161,S9511
45162,C1392
45163,C2022
45164,M7110
45165,S9420
45166,H4922
45167,G4719
45168,O8411
45169,S9420
45170,O8411
45171,B0810
45172,G4651
45173,G4752
45174,S9491
45175,H4922
45176,G4663
45177,J6209
45178,A0122
45179,G4641
45180,H4923
45181,N7911
45182,G4641
45183,A0321
45184,M7020
45185,C2029
45186,S9491
45187,O8411
45188,G4741
45189,A0150
45190,S9420
45191,G4649
45192,M7020
45193,S9411
45194,G4649
45195,F4321
45196,M7110
45197,G4641
45198,A0122
45199,Q8690
45200,S9491
45201,Q8810
45202,G4649
45203,M7310
45204,S9499
45205,S9499
45206,G4530
45207,M7310
45208,G4630
45209,J5813
45210,A0163
45211,K6419
45212,O8411
45213,G4690
45214,J6209
45215,H4923
45216,L6810
45217,N7911
45218,M7020
45219,L6820
45220,G4630
45221,M7310
45222,A0321
45223,G4721
45224,V0300
45225,G4652
45226,G4653
45227,H5221
45228,O8413
45229,K6420
45230,F4100
45231,Q8620
45232,S9499
45233,C2592
45234,G4690
45235,L6810
45236,G4719
45237,C2100
45238,C2920
45239,I5630
45240,E3700
45241,M6910
45242,S9609
45243,L6820
45244,A0141
45245,L6810
45246,H4923
45247,G4652
45248,L6820
45249,S9420
45250,G4630
45251,M7110
45252,H5221
45253,S9601
45254,L6820
45255,J6202
45256,B0510
45257,O8411
45258,O8411
45259,G4659
45260,K6512
45261,G4649
45262,A0126
45263,G4741
45264,S9420
45265,L6820
45266,G4690
45267,K6619
45268,G4620
45269,M7310
45270,H4923
45271,F4210
45272,F4100
45273,C2910
45274,S9420
45275,G4649
45276,K6611
45277,I5510
45278,G4752
45279,G4630
45280,A0311
45281,G4690
45282,O8413
45283,G4772
45284,M6910
45285,M7110
45286,L6820
45287,M7020
45288,G4641
45289,H4923
45290,L6820
45291,Q8790
45292,G4690
45293,M7020
45294,L6810
45295,M7110
45296,S9491
45297,A0122
45298,J6201
45299,M7110
45300,I5510
45301,S9499
45302,L6820
45303,C1393
45304,A0119
45305,A0146
45306,I5630
45307,L6820
45308,S9420
45309,G4663
45310,F4100
45311,A0141
45312,H4921
45313,O8412
45314,O8411
45315,M6920
45316,L6820
45317,M6910
45318,P8521
45319,G4663
45320,A0321
45321,F4220
45322,H4923
45323,F4321
45324,C1410
45325,G4669
45326,C2819
45327,L6820
45328,M7490
45329,L6810
45330,G4520
45331,K6511
45332,R9311
45333,K6419
45334,N7990
45335,L6820
45336,M7490
45337,G4663
45338,S9420
45339,F4210
45340,G4641
45341,S9601
45342,S9420
45343,M7020
45344,L6810
45345,H4923
45346,G4741
45347,N7710
45348,M7020
45349,S9420
45350,L6810
45351,M7210
45352,M7110
45353,N7911
45354,M7020
45355,I5510
45356,O8430
45357,M7110
45358,G4669
45359,K6630
45360,N7710
45361,O8411
45362,M7020
45363,G4752
45364,O8413
45365,G4540
45366,P8549
45367,K6512
45368,B0891
45369,G4759
45370,G4630
45371,M7110
45372,N8010
45373,A0163
45374,G4663
45375,G4663
45376,S9420
45377,O8413
45378,F4100
45379,M6910
45380,Q8690
45381,P8549
45382,F4100
45383,S9491
45384,M7020
45385,G4662
45386,M7310
45387,Q8620
45388,G4663
45389,M6910
45390,O8413
45391,H5221
45392,S9420
45393,G4659
45394,G4771
45395,C2395
45396,L6820
45397,O8412
45398,H4922
45399,F4210
45400,O8411
45401,K6419
45402,G4649
45403,G4649
45404,H4921
45405,H5229
45406,F4210
45407,A0115
45408,O8411
45409,O8413
45410,F4321
45411,M6910
45412,H4923
45413,L6810
45414,F4100
45415,L6820
45416,H4923
45417,J6201
45418,M7020
45419,O8411
45420,C1410
45421,N8129
45422,L6810
45423,K6419
45424,C2029
45425,F4100
45426,Q8610
45427,H4922
45428,L6810
45429,F4100
45430,F4100
45431,V0300
45432,H4922
45433,L6820
45434,H4923
45435,C1410
45436,I5610
45437,S9491
45438,M6910
45439,A0163
45440,Q8890
45441,L6810
45442,G4652
45443,S9420
45444,H4922
45445,C1812
45446,P8549
45447,H4923
45448,G4741
45449,M7310
45450,F4100
45451,L6810
45452,C2819
45453,H4923
45454,G4669
45455,F4100
45456,H4921
45457,A0163
45458,M7110
45459,G4641
45460,M7020
45461,S9420
45462,G4651
45463,O8412
45464,G4669
45465,O8412
45466,G4690
45467,L6820
45468,R9311
45469,S9420
45470,J6130
45471,S9491
45472,F4100
45473,O8430
45474,G4630
45475,G4630
45476,J6202
45477,O8423
45478,M6910
45479,P8549
45480,I5610
45481,I5610
45482,S9420
45483,K6630
45484,P8510
45485,H4921
45486,G4690
45487,R9311
45488,K6611
45489,R9311
45490,M7110
45491,S9491
45492,A0321
45493,S9499
45494,M7310
45495,C2013
45496,N7911
45497,N7912
45498,M7490
45499,G4663
45500,L6810
45501,L6820
45502,L6820
45503,M6920
45504,S9491
45505,M7010
45506,M7110
45507,G4649
45508,G4659
45509,M7020
45510,P8549
45511,O8422
45512,G4663
45513,J6010
45514,N8010
